id,first_name,gender,Age,visit_per_week,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,Tue
2057,Isahella,Female,22,2,,08:36:00,09:29:00,101,True
2060,Lesley,Female,43,2,"Core, back",19:38:00,20:36:00,163,True
2061,Eulalie,Female,32,5,,18:30:00,21:01:00,83,True
2063,Chaddy,Male,31,4,,17:22:00,18:51:00,130,True
2065,Dierdre,Female,24,5,,13:55:00,14:43:00,119,True
2074,Bone,Male,49,5,,20:17:00,22:56:00,53,True
2075,Florry,Female,48,3,,09:57:00,12:07:00,38,True
2076,Thaddeus,Male,12,5,,15:33:00,17:44:00,172,True
2077,Alexine,Female,25,4,,15:54:00,16:25:00,113,True
2079,Morgan,Female,31,4,"Core, Cardio, chest",12:44:00,14:31:00,62,True
2080,Merrily,Female,20,4,"back, Core, leg",18:19:00,19:26:00,36,True
2082,Sayres,Male,28,4,"Running, leg, Core",18:55:00,21:36:00,48,True
2084,Rusty,Male,38,3,"back, Arm, Running",09:15:00,12:06:00,170,True
2086,Kailey,Female,49,1,"chest, Core, back",20:29:00,22:52:00,65,True
2091,Perri,Female,42,5,,13:04:00,13:50:00,146,True
2095,Jen,Female,35,1,"chest, leg, Cardio",10:10:00,11:24:00,138,True
2101,Giselbert,Male,16,4,Arm,10:11:00,12:14:00,87,True
2103,Falito,Male,19,5,"Cardio, Running, leg",10:29:00,11:39:00,119,True
2106,Tomkin,Male,12,2,Cardio,19:57:00,20:27:00,70,True
2112,Waylin,Male,44,3,"Cardio, Cardio, back",16:33:00,18:39:00,100,True
2114,Catherine,Female,19,1,,13:51:00,16:27:00,71,True
2119,Bank,Male,42,1,"Arm, chest",13:30:00,14:12:00,101,True
2124,Fifi,Female,47,2,,14:40:00,15:28:00,141,True
2125,Jae,Male,48,5,,14:09:00,15:20:00,44,True
2128,Lian,Female,42,4,,14:23:00,16:17:00,41,True
2132,Finley,Male,46,1,,18:11:00,19:24:00,42,True
2135,Kris,Female,33,3,,13:05:00,14:33:00,91,True
2139,Nesta,Female,32,3,,19:28:00,22:07:00,87,True
2141,Park,Male,23,5,Cardio,19:59:00,21:54:00,97,True
2142,Rosalinde,Female,27,1,Running,08:13:00,10:45:00,52,True
2145,Winne,Female,46,3,,10:11:00,12:23:00,175,True
2157,Jillie,Female,22,1,,11:51:00,13:56:00,36,True
2158,Torrance,Male,12,3,,14:12:00,17:04:00,80,True
2159,Ruthann,Female,36,5,back,17:57:00,19:56:00,112,True
2163,Cesaro,Male,28,4,,08:42:00,09:39:00,145,True
2164,Quincy,Male,15,5,,17:41:00,19:32:00,93,True
2167,Nessie,Female,23,3,"Running, Cardio, back",09:55:00,11:08:00,143,True
2168,Desi,Male,46,4,Running,12:27:00,14:20:00,153,True
2170,Rodger,Male,25,4,,12:12:00,13:58:00,40,True
2172,Joni,Female,28,5,"Cardio, leg",08:15:00,09:27:00,51,True
2178,Chick,Male,47,2,,11:02:00,12:47:00,108,True
2187,Salvidor,Male,12,3,Cardio,19:49:00,22:43:00,155,True
2190,Nealy,Male,47,5,,14:47:00,17:45:00,85,True
2191,Cirstoforo,Male,13,1,,13:48:00,14:42:00,136,True
2192,Kaye,Female,23,5,,17:07:00,19:15:00,102,True
2193,Candie,Female,22,1,"Core, Arm",13:57:00,16:42:00,122,True
2195,Ferd,Male,23,4,,11:23:00,14:13:00,180,True
2199,Elfie,Female,35,1,,09:55:00,10:32:00,70,True
2201,Sheffield,Male,14,2,"Arm, Cardio",13:31:00,14:48:00,142,True
2204,Roderigo,Male,18,3,"Cardio, leg",17:13:00,17:49:00,147,True
2209,Earl,Male,21,5,,19:07:00,21:40:00,51,True
2215,Mindy,Female,45,5,"back, back",08:17:00,09:19:00,85,True
2216,Isaak,Male,37,5,,12:37:00,14:46:00,156,True
2217,Denver,Male,19,2,,12:42:00,14:21:00,170,True
2220,Any,Male,42,3,,20:57:00,23:26:00,115,True
2221,Elbert,Male,46,4,,12:13:00,12:50:00,178,True
2222,Jesse,Male,20,3,"Cardio, leg, Arm",20:01:00,22:57:00,59,True
2223,Mata,Male,43,4,,20:23:00,21:18:00,54,True
2226,Marlin,Male,34,4,,15:01:00,16:52:00,146,True
2227,Lenka,Female,34,1,"Core, Cardio",20:37:00,21:32:00,58,True
2229,Harper,Male,34,4,,20:39:00,21:33:00,150,True
2232,Bennett,Male,13,5,"Core, Core",15:16:00,17:16:00,35,True
2233,Jennilee,Female,19,1,,08:34:00,11:04:00,63,True
2235,Teirtza,Female,48,4,,11:49:00,12:36:00,70,True
2236,Idell,Female,42,4,chest,15:45:00,17:41:00,101,True
2240,Stanton,Male,33,5,back,15:49:00,17:30:00,78,True
2244,Sella,Female,34,1,back,13:50:00,16:37:00,135,True
2246,Kary,Female,17,5,,09:12:00,11:51:00,59,True
2247,Elvis,Male,41,2,chest,18:44:00,19:43:00,103,True
2249,Deloris,Female,43,4,Core,18:00:00,19:58:00,173,True
2252,Margarita,Female,18,2,"chest, Arm, leg",10:17:00,11:19:00,100,True
2254,Alexei,Male,46,2,,17:12:00,19:36:00,101,True
2257,Worth,Male,27,5,Core,08:12:00,10:02:00,40,True
2259,Muire,Female,41,4,,10:02:00,11:33:00,154,True
2260,Jaquelyn,Female,27,2,,08:20:00,11:05:00,132,True
2261,Eamon,Male,44,4,,12:01:00,14:04:00,73,True
2264,Padraig,Male,39,5,,15:42:00,16:34:00,61,True
2265,Reina,Female,18,2,,19:52:00,20:36:00,114,True
2266,Prudence,Female,35,1,"Core, back, chest",18:07:00,19:57:00,175,True
2267,Bertie,Female,42,3,,11:33:00,12:31:00,165,True
2268,Chadwick,Male,29,2,,18:08:00,20:23:00,178,True
2272,Arley,Male,24,3,back,13:20:00,14:14:00,30,True
2276,Horatio,Male,37,2,Cardio,11:21:00,12:22:00,146,True
2278,Leon,Male,38,5,"back, back, Cardio",13:19:00,16:17:00,112,True
2284,Marnie,Female,22,5,,12:52:00,14:48:00,151,True
2285,Earl,Male,30,4,,13:33:00,14:55:00,37,True
2286,Dimitry,Male,32,4,,20:16:00,22:00:00,156,True
2288,Piggy,Male,44,5,,17:30:00,18:03:00,110,True
2297,Georas,Male,42,5,,17:29:00,18:11:00,142,True
2299,Avis,Female,35,3,,12:31:00,13:28:00,70,True
2300,Ives,Male,25,4,leg,14:53:00,16:22:00,157,True
2301,Amalea,Female,44,3,"back, Running, chest",13:06:00,13:43:00,125,True
2302,Sigismondo,Male,21,4,"chest, back, back",12:48:00,15:45:00,156,True
2303,Therese,Female,14,4,,13:32:00,16:17:00,134,True
2308,Jodee,Female,41,1,,11:54:00,13:31:00,76,True
2312,Taite,Male,44,4,"Cardio, leg",17:41:00,19:28:00,136,True
2316,Eric,Male,19,5,,20:52:00,23:41:00,146,True
2317,Willie,Male,32,1,,11:06:00,12:27:00,119,True
2320,Lavinia,Female,32,5,Arm,09:36:00,11:51:00,173,True
2321,Ernesto,Male,34,5,,14:11:00,16:31:00,45,True
2324,Belicia,Female,45,3,"Cardio, Arm, Running",19:16:00,19:48:00,107,True
2326,Corette,Female,22,1,,18:24:00,20:33:00,176,True
2328,Lexine,Female,32,5,,13:52:00,16:23:00,48,True
2332,Corey,Female,19,4,Core,20:22:00,22:56:00,125,True
2339,Brenda,Female,21,2,"Core, chest, Cardio",15:40:00,17:39:00,39,True
2340,Sanderson,Male,29,5,"Arm, Cardio, Core",18:51:00,21:27:00,76,True
2342,Orren,Male,30,1,"Arm, Core, leg",17:57:00,19:48:00,120,True
2343,Andreana,Female,38,2,Running,09:53:00,11:35:00,158,True
2344,Janela,Female,36,4,"Arm, Cardio",12:50:00,13:59:00,89,True
2350,Joelie,Female,41,3,"Cardio, Core, Arm",16:20:00,18:55:00,85,True
2351,Jerri,Male,13,4,"chest, back, chest",19:27:00,21:05:00,89,True
2354,Shoshanna,Female,14,1,chest,17:13:00,18:29:00,117,True
2359,Alikee,Female,48,3,,15:21:00,18:12:00,57,True
2360,Wini,Female,49,5,"Cardio, chest",17:04:00,20:00:00,89,True
2361,Leilah,Female,21,1,"Running, back",20:04:00,22:37:00,138,True
2364,Thea,Female,15,2,"leg, back, Core",10:47:00,11:41:00,81,True
2374,Portia,Female,22,1,Arm,17:43:00,19:19:00,122,True
2377,Parke,Male,18,1,,14:36:00,16:16:00,74,True
2379,Alexina,Female,42,1,,08:29:00,11:00:00,85,True
2381,Ronald,Male,40,2,,18:01:00,20:07:00,146,True
2382,Hagen,Male,45,1,Arm,14:20:00,16:59:00,170,True
2384,Priscilla,Female,28,1,"chest, Arm",17:35:00,19:12:00,98,True
2390,Devi,Female,26,3,,08:59:00,09:42:00,143,True
2391,Cordelie,Female,26,2,,13:34:00,15:09:00,107,True
2393,Lenna,Female,18,2,"Core, back, chest",10:09:00,11:45:00,142,True
2397,Hetti,Female,12,1,,08:47:00,11:05:00,116,True
2398,Edna,Female,21,3,"Cardio, Cardio, back",10:37:00,12:47:00,67,True
2403,Nelie,Female,29,1,,15:15:00,18:09:00,149,True
2404,Ronna,Female,20,5,"back, Running, leg",11:02:00,13:55:00,60,True
2406,Leela,Female,33,5,"Cardio, back",13:03:00,15:14:00,47,True
2409,Cthrine,Female,36,3,,18:07:00,19:54:00,57,True
2420,Durward,Male,15,4,,11:27:00,13:26:00,100,True
2422,Jessalin,Female,43,3,,12:46:00,14:42:00,73,True
2423,Koren,Female,16,1,"Core, Cardio, Running",18:48:00,20:55:00,129,True
2425,Rockwell,Male,40,5,,16:21:00,17:41:00,130,True
2428,Ainslie,Female,42,2,"Cardio, Core",14:06:00,14:52:00,71,True
2432,Reed,Male,20,2,"back, Running, Cardio",10:56:00,11:54:00,110,True
2433,Becca,Female,34,2,,14:51:00,15:34:00,174,True
2435,Maisie,Female,14,4,back,14:44:00,17:31:00,68,True
2440,Griffin,Male,14,3,"Running, Core, Core",13:10:00,15:21:00,144,True
2441,Risa,Female,39,3,"leg, chest",16:41:00,19:14:00,38,True
2443,Merrie,Female,30,1,"Running, Arm, Core",13:59:00,14:33:00,170,True
2449,Catriona,Female,47,2,"chest, Cardio, back",18:43:00,19:47:00,141,True
2450,Hunter,Male,34,2,"Running, chest, Core",19:08:00,21:45:00,162,True
2453,Malynda,Female,39,3,"back, Core, Running",18:36:00,21:04:00,120,True
2456,Preston,Male,37,4,back,14:55:00,17:48:00,132,True
2460,Blithe,Female,31,1,,09:22:00,11:52:00,121,True
2464,Arda,Female,21,3,"chest, Core",20:54:00,23:53:00,90,True
2467,Gregorio,Male,34,3,chest,08:25:00,11:08:00,65,True
2476,Mendy,Male,16,1,"Core, Cardio",17:37:00,18:15:00,82,True
2479,Ingamar,Male,41,2,,12:23:00,13:22:00,156,True
2481,Felicdad,Female,17,3,,20:40:00,22:28:00,173,True
2482,Edmund,Male,31,2,Cardio,12:50:00,14:27:00,46,True
2486,Bret,Male,32,2,Cardio,17:10:00,19:02:00,155,True
2488,Hodge,Male,36,5,,17:52:00,18:45:00,87,True
2492,Angel,Male,40,2,,11:43:00,14:36:00,138,True
2493,Elka,Female,28,5,"back, Arm",15:14:00,17:55:00,122,True
2495,Efren,Male,49,4,,08:41:00,09:25:00,51,True
2498,Dall,Male,24,4,"chest, Running, back",10:38:00,12:41:00,41,True
2499,Cecilia,Female,33,5,Core,20:43:00,22:57:00,127,True
2502,Nolly,Male,30,2,,16:10:00,17:18:00,49,True
2504,Filia,Female,47,3,"Arm, Running, Cardio",12:33:00,13:14:00,169,True
2505,Remus,Male,20,2,,16:19:00,17:06:00,124,True
2512,Jarred,Male,28,1,"Core, Cardio",19:02:00,21:52:00,104,True
2513,Kermy,Male,27,2,"back, back",14:30:00,16:52:00,110,True
2517,Alec,Male,49,1,,08:44:00,09:25:00,141,True
2520,Jo-anne,Female,30,1,,19:30:00,20:44:00,94,True
2521,Mikaela,Female,32,5,,20:33:00,23:06:00,135,True
2523,Klarika,Female,24,3,,17:59:00,19:36:00,143,True
2525,Charisse,Female,36,3,,18:22:00,19:32:00,41,True
2526,Tailor,Male,26,4,Core,13:43:00,14:38:00,147,True
2529,Errol,Male,45,4,,08:50:00,10:45:00,165,True
2533,Cyndie,Female,28,2,,18:58:00,21:06:00,129,True
2534,Rabbi,Male,25,2,,14:53:00,17:50:00,159,True
2535,Enos,Male,22,4,chest,17:46:00,18:42:00,76,True
2540,Ermanno,Male,17,1,"back, chest, back",08:58:00,10:44:00,173,True
2543,Perle,Female,21,5,,14:45:00,16:48:00,137,True
2549,Sebastiano,Male,48,5,"chest, back",16:27:00,18:46:00,121,True
2550,Charyl,Female,24,4,,18:01:00,20:11:00,175,True
2561,Monique,Female,41,4,chest,13:20:00,14:11:00,101,True
2563,Filippa,Female,28,5,,18:39:00,20:06:00,115,True
2565,Thorsten,Male,16,3,back,12:52:00,14:13:00,150,True
2568,Amye,Female,16,5,,10:41:00,11:48:00,114,True
2571,Emmalynne,Female,31,2,,10:11:00,12:32:00,123,True
2572,Sheila,Female,39,5,"leg, Cardio",17:04:00,18:45:00,82,True
2574,Stafani,Female,36,1,,19:30:00,21:50:00,36,True
2576,Brade,Male,34,1,Running,12:40:00,14:21:00,36,True
2578,Lester,Male,15,4,,20:35:00,21:30:00,164,True
2579,Nickey,Male,36,5,,19:50:00,22:25:00,40,True
2580,Freedman,Male,45,4,"Running, back, chest",16:10:00,17:29:00,141,True
2581,Albert,Male,33,4,,15:25:00,18:06:00,56,True
2588,Rochester,Male,47,2,"chest, Core",08:22:00,09:58:00,122,True
2591,Waylen,Male,30,1,"Arm, Cardio, back",12:50:00,13:26:00,62,True
2592,Aurie,Female,24,2,"chest, Core, leg",10:17:00,12:47:00,64,True
2593,Honor,Female,21,3,,19:51:00,20:25:00,88,True
2595,Orazio,Male,46,1,"chest, back, Core",17:06:00,18:28:00,115,True
2596,Darius,Male,43,1,,20:46:00,23:33:00,59,True
2599,Weber,Male,18,1,,08:35:00,10:58:00,129,True
2603,Ingamar,Male,31,4,,15:24:00,17:57:00,95,True
2605,Joey,Male,12,2,"Arm, Running",17:42:00,18:39:00,133,True
2612,Alameda,Female,19,5,,13:42:00,14:20:00,73,True
2613,Emlen,Male,17,5,"Core, Core, back",17:32:00,19:31:00,120,True
2614,Phineas,Male,30,3,,09:37:00,11:16:00,134,True
2615,Norbie,Male,29,5,,18:07:00,19:13:00,97,True
2616,Dennis,Male,43,5,,11:30:00,12:56:00,76,True
2617,Duffie,Male,29,3,,15:28:00,16:07:00,85,True
2618,Earlie,Male,39,1,,20:35:00,21:51:00,86,True
2619,Phillip,Male,25,4,,14:29:00,15:58:00,41,True
2622,Glory,Female,46,2,"back, Arm",15:30:00,16:19:00,117,True
2623,Merralee,Female,31,4,back,08:25:00,09:12:00,112,True
2625,Olympie,Female,45,4,,19:28:00,20:35:00,169,True
2626,Warren,Male,38,4,"Cardio, Arm",16:57:00,18:59:00,172,True
2639,Shea,Female,28,3,back,09:25:00,10:32:00,144,True
2640,Romola,Female,21,4,"chest, Cardio",10:00:00,11:01:00,78,True
2644,Catlee,Female,32,1,"Running, chest, chest",12:54:00,13:26:00,136,True
2645,Padget,Male,38,5,"chest, back, back",17:23:00,18:17:00,165,True
2646,Toiboid,Male,25,2,,17:16:00,19:12:00,116,True
2650,Holly,Male,24,5,"back, chest, leg",14:54:00,17:17:00,79,True
2656,Barbabas,Male,38,2,"back, Cardio, chest",17:13:00,19:26:00,58,True
2659,Ailina,Female,44,3,,18:02:00,19:23:00,139,True
2661,Aaron,Male,46,4,"Core, Cardio",17:02:00,19:49:00,178,True
2662,Giffer,Male,47,3,"back, Arm, Cardio",11:41:00,14:07:00,110,True
2666,Hesther,Female,45,4,Cardio,10:42:00,12:53:00,50,True
2669,Ashia,Female,36,3,"Arm, Running",19:04:00,20:13:00,77,True
2670,Carmencita,Female,42,5,"leg, Cardio",09:17:00,10:59:00,108,True
2673,Tomi,Female,21,2,back,10:49:00,11:21:00,162,True
2674,Yehudit,Male,49,2,"Arm, back, Cardio",20:16:00,21:57:00,82,True
2680,Farlee,Male,31,5,"Cardio, back",16:33:00,19:17:00,85,True
2685,Norbie,Male,27,5,,18:35:00,19:07:00,105,True
2686,Nessa,Female,46,5,,10:16:00,13:15:00,153,True
2689,Elke,Female,37,1,,09:47:00,12:08:00,108,True
2691,Guss,Male,32,5,,10:17:00,12:44:00,61,True
2692,Matelda,Female,16,2,"chest, Cardio, Arm",16:21:00,17:05:00,128,True
2696,Janean,Female,25,1,chest,11:43:00,12:51:00,143,True
2697,Alejandro,Male,21,1,"chest, Arm, leg",10:31:00,12:14:00,117,True
2699,Peadar,Male,44,5,"back, chest",18:06:00,20:05:00,91,True
2700,Alana,Female,20,3,,16:35:00,17:44:00,66,True
2701,Julia,Female,28,4,"back, chest, leg",11:19:00,13:31:00,104,True
2702,Rudiger,Male,28,2,,10:22:00,12:17:00,62,True
2707,Grove,Male,34,2,Core,13:31:00,14:16:00,120,True
2709,Rudolfo,Male,40,2,"Arm, leg, chest",17:58:00,20:00:00,154,True
2710,Kayley,Female,39,3,"chest, Core, Cardio",10:54:00,12:00:00,75,True
2717,Ive,Male,34,4,,11:10:00,12:53:00,55,True
2719,Pren,Male,19,5,,08:33:00,10:02:00,106,True
2720,Lloyd,Male,14,5,"back, Running, back",19:42:00,21:46:00,69,True
2724,Riccardo,Male,29,2,"Arm, Cardio",19:06:00,21:10:00,59,True
2725,Querida,Female,46,2,,19:18:00,21:30:00,163,True
2728,Raina,Female,48,4,"Core, leg, Cardio",20:57:00,22:46:00,66,True
2729,Sasha,Male,31,3,,19:38:00,20:20:00,46,True
2731,Caitrin,Female,31,4,Core,09:10:00,09:44:00,70,True
2732,Melva,Female,21,3,,13:30:00,15:53:00,164,True
2738,Dorian,Female,16,3,back,11:21:00,13:01:00,156,True
2739,Carmelia,Female,42,4,,15:28:00,17:17:00,109,True
2745,Lonna,Female,42,1,"chest, Cardio",13:37:00,15:12:00,122,True
2746,Dallon,Male,13,3,"Cardio, leg",10:09:00,11:57:00,38,True
2750,Agnese,Female,13,2,"chest, back, chest",10:28:00,11:32:00,177,True
2752,Daile,Female,32,2,,08:05:00,10:17:00,30,True
2755,Mommy,Female,46,3,,18:39:00,19:37:00,38,True
2758,Gabbi,Female,16,1,,15:16:00,16:04:00,140,True
2761,Leonerd,Male,46,5,"back, Running",13:41:00,16:19:00,147,True
2762,Ardis,Female,18,3,"Cardio, Running",12:13:00,12:54:00,110,True
2763,Gabbie,Female,29,3,Cardio,15:39:00,18:01:00,91,True
2764,Lars,Male,43,1,"Core, back",08:10:00,11:10:00,38,True
2769,Glynda,Female,19,3,"Arm, Core",13:25:00,14:52:00,36,True
2771,Dominique,Female,44,4,,20:00:00,20:53:00,152,True
2773,Willis,Male,17,5,"leg, Cardio, Cardio",18:25:00,21:08:00,99,True
2774,Dario,Male,12,1,,12:32:00,13:09:00,131,True
2775,Odella,Female,19,1,Cardio,09:35:00,11:04:00,63,True
2777,Harriette,Female,32,3,,14:58:00,17:40:00,127,True
2778,Zacharias,Male,28,4,Cardio,20:17:00,22:50:00,131,True
2779,Lorenza,Female,21,2,"Arm, chest",08:37:00,11:17:00,152,True
2780,Dulsea,Female,17,2,,13:20:00,15:17:00,167,True
2781,Martyn,Male,37,4,"Cardio, chest, back",16:32:00,17:50:00,67,True
2782,Elvera,Female,33,1,,14:03:00,15:48:00,42,True
2784,Anallise,Female,48,1,,09:38:00,12:16:00,127,True
2786,Margareta,Female,47,3,,19:32:00,22:10:00,50,True
2788,Kane,Male,13,2,,19:44:00,21:05:00,141,True
2789,Starlin,Female,35,1,,17:08:00,17:44:00,132,True
2791,Fred,Female,19,1,,16:49:00,19:34:00,149,True
2792,Celestina,Female,24,4,Arm,11:44:00,12:54:00,107,True
2793,Berk,Male,28,2,"Running, leg",16:06:00,17:52:00,123,True
2794,Vallie,Female,41,3,,17:17:00,18:20:00,57,True
2796,Marylinda,Female,30,1,"Arm, Cardio",09:21:00,11:58:00,94,True
2797,Alley,Male,29,4,leg,09:41:00,10:37:00,113,True
2802,Kristan,Female,26,2,leg,08:00:00,09:26:00,85,True
2803,Cecily,Female,45,5,,09:26:00,10:07:00,93,True
2804,Ben,Male,47,1,,08:59:00,11:37:00,160,True
2807,Ardelis,Female,31,5,"back, Arm",19:35:00,20:13:00,116,True
2813,Johnathan,Male,22,4,,14:07:00,14:43:00,138,True
2818,Gavin,Male,28,4,Cardio,11:51:00,13:03:00,49,True
2819,Vi,Female,42,4,,08:23:00,11:19:00,110,True
2825,Baily,Male,45,3,Core,10:53:00,11:53:00,134,True
2827,WArm,Male,23,5,"Running, Cardio, back",14:33:00,17:08:00,33,True
2831,Wheeler,Male,33,4,,09:35:00,10:15:00,157,True
2834,Avram,Male,23,2,,19:16:00,21:43:00,87,True
2838,Montague,Male,39,5,"Core, Arm, chest",20:40:00,21:39:00,69,True
2840,Darell,Female,49,3,,20:26:00,21:46:00,167,True
2841,Marthena,Female,20,5,,11:00:00,12:53:00,65,True
2842,Gale,Female,44,4,Cardio,09:47:00,11:34:00,81,True
2844,Ogdan,Male,27,3,"back, Cardio, leg",13:40:00,14:30:00,31,True
2845,Curran,Male,27,1,,17:09:00,19:19:00,34,True
2846,Colby,Male,21,5,"Arm, leg, back",15:59:00,18:56:00,85,True
2847,Carolus,Male,32,5,,20:43:00,22:03:00,62,True
2849,Carol,Female,35,4,"Cardio, Core",16:37:00,17:58:00,136,True
2851,Serene,Female,28,3,,08:06:00,09:17:00,125,True
2852,Laraine,Female,31,2,,15:43:00,17:40:00,54,True
2854,Odelia,Female,29,5,,20:20:00,22:54:00,125,True
2856,Ester,Female,25,5,"Arm, back, back",17:05:00,18:41:00,71,True
2858,Florinda,Female,46,5,"Arm, Cardio, chest",10:20:00,10:53:00,46,True
2860,Marcelle,Female,37,5,"Arm, Cardio",18:33:00,19:20:00,82,True
2861,Tasia,Female,25,2,"chest, Running",14:22:00,17:22:00,78,True
2863,Wash,Male,22,1,,11:08:00,11:42:00,162,True
2864,Malchy,Male,44,5,"chest, chest, Core",16:01:00,17:34:00,166,True
2865,Erhard,Male,15,5,,11:19:00,12:13:00,139,True
2867,Anderea,Female,40,4,Cardio,16:05:00,17:13:00,85,True
2869,Saba,Female,36,5,"Cardio, back",12:09:00,14:40:00,112,True
2870,Chic,Male,44,3,"Arm, Running",12:59:00,15:22:00,104,True
2871,Annora,Female,16,4,"Core, Core, Cardio",12:21:00,14:19:00,108,True
2879,Lil,Female,49,3,,10:39:00,13:26:00,143,True
2883,Fan,Female,44,5,"leg, Cardio, back",15:31:00,16:43:00,55,True
2885,Biddy,Female,24,4,,14:33:00,16:21:00,31,True
2886,Cathryn,Female,48,4,"Arm, chest",15:47:00,16:56:00,62,True
2887,Cord,Male,13,4,,19:04:00,19:49:00,54,True
2890,Gonzales,Male,34,3,,20:18:00,21:16:00,76,True
2893,Borden,Male,49,1,"Cardio, chest, leg",20:33:00,21:10:00,40,True
2895,Robinet,Male,39,4,,16:53:00,17:28:00,131,True
2897,Andra,Female,43,5,Cardio,09:39:00,12:29:00,113,True
2902,Nadia,Female,42,3,"chest, leg",16:03:00,18:06:00,169,True
2908,Grazia,Female,31,5,,10:25:00,12:51:00,30,True
2916,Zeke,Male,34,2,back,15:05:00,17:34:00,154,True
2918,Fayth,Female,32,2,,11:23:00,14:09:00,107,True
2919,Devlin,Male,49,5,,19:43:00,20:53:00,94,True
2924,Carling,Male,14,2,,17:57:00,19:46:00,65,True
2925,Perle,Female,49,4,"chest, chest",13:47:00,14:28:00,169,True
2926,Gerick,Male,12,2,,09:16:00,11:09:00,142,True
2927,Tye,Male,32,4,leg,10:03:00,10:53:00,52,True
2929,Aldous,Male,39,2,"Cardio, chest",09:38:00,11:38:00,54,True
2930,Vita,Female,36,5,,13:57:00,14:41:00,67,True
2931,Dori,Female,37,2,,16:33:00,18:18:00,164,True
2933,Tiertza,Female,36,4,"chest, leg, Core",19:06:00,21:13:00,117,True
2934,Dionis,Female,28,1,,13:53:00,15:44:00,101,True
2935,Mariam,Female,15,4,,12:35:00,15:30:00,41,True
2936,Briano,Male,14,3,"chest, Core, back",15:31:00,16:33:00,154,True
2937,Parsifal,Male,21,2,"Core, chest, Running",10:55:00,11:28:00,137,True
2941,Matias,Male,32,1,,10:21:00,13:17:00,134,True
2943,Ransell,Male,23,4,,11:58:00,13:01:00,91,True
2944,Marty,Female,30,5,,09:41:00,12:34:00,42,True
2945,Doris,Female,12,3,,17:14:00,19:45:00,95,True
2946,Fidelio,Male,25,5,,13:49:00,14:33:00,44,True
2948,Hanna,Female,17,4,"leg, chest, back",11:39:00,13:59:00,68,True
2950,Karyn,Female,43,1,"Running, leg",15:44:00,18:43:00,89,True
2951,Grayce,Female,33,4,"Arm, Core",11:36:00,12:31:00,175,True
2956,Lucia,Female,29,5,"back, Cardio, back",14:18:00,16:38:00,171,True
2961,Kellen,Female,31,4,,10:24:00,11:28:00,46,True
2962,Wenona,Female,24,2,,13:28:00,15:55:00,109,True
2964,Domenico,Male,14,4,,18:37:00,21:33:00,154,True
2965,Francesco,Male,14,4,back,11:56:00,13:12:00,110,True
2968,Emalee,Female,46,3,,13:36:00,14:50:00,148,True
2970,Beale,Male,25,2,,08:22:00,08:54:00,71,True
2972,Kit,Male,15,2,"back, Cardio, Core",14:44:00,16:18:00,73,True
2975,Clemmy,Male,26,3,,11:07:00,13:34:00,71,True
2976,Veda,Female,23,4,,16:39:00,19:26:00,139,True
2980,Quillan,Male,41,3,"back, Running",17:47:00,19:20:00,91,True
2981,Georgie,Female,35,4,Core,14:52:00,16:57:00,103,True
2982,Agna,Female,42,4,"leg, Core, Core",19:59:00,22:01:00,105,True
2983,Benyamin,Male,26,5,"Cardio, Arm, leg",19:22:00,22:15:00,154,True
2987,Hadria,Female,31,1,,19:04:00,20:26:00,130,True
2989,Magdalen,Female,45,4,Cardio,09:14:00,10:32:00,38,True
2990,Clywd,Male,31,2,,11:50:00,13:07:00,75,True
2991,Oliy,Female,32,2,,08:22:00,11:11:00,114,True
2993,Melantha,Female,16,2,"Running, Cardio, leg",09:42:00,10:49:00,174,True
2994,Averill,Male,20,1,"Cardio, Arm",19:50:00,20:24:00,144,True
2999,Brigg,Male,12,2,"Arm, leg, Core",10:23:00,11:45:00,119,True
3002,Doralin,Female,27,5,,19:31:00,21:55:00,102,True
3004,Darren,Male,49,4,,09:54:00,12:00:00,143,True
3005,Petr,Male,13,3,Running,08:29:00,09:48:00,133,True
3007,Anson,Male,15,5,Cardio,19:46:00,20:59:00,151,True
3016,Katya,Female,38,5,"leg, Core",17:28:00,19:02:00,153,True
3017,Chaddie,Male,44,2,,09:25:00,10:59:00,43,True
3018,Trixy,Female,45,2,,16:54:00,19:39:00,119,True
3020,Abe,Male,25,4,"chest, back, Core",13:55:00,16:26:00,40,True
3025,Bernardina,Female,38,2,,08:42:00,10:58:00,76,True
3031,Keith,Male,26,3,,10:01:00,12:13:00,70,True
3032,Nataniel,Male,47,3,,20:53:00,21:34:00,50,True
3037,Shelby,Female,47,4,,09:02:00,11:39:00,117,True
3040,Kara,Female,13,5,"Cardio, back",10:26:00,12:49:00,112,True
3045,Sigismond,Male,43,2,,09:57:00,10:49:00,173,True
3047,Sigfrid,Male,29,3,,15:02:00,16:06:00,155,True
3048,Dick,Male,48,4,"back, back, leg",16:29:00,17:17:00,89,True
3049,Anette,Female,27,4,back,11:56:00,14:53:00,151,True
3055,Chadd,Male,32,5,"leg, back, chest",15:49:00,17:54:00,72,True
3057,Isahella,Female,34,3,,08:36:00,09:29:00,93,True
3060,Lesley,Female,43,1,"Core, back",19:38:00,20:36:00,105,True
3061,Eulalie,Female,23,1,,18:30:00,21:01:00,116,True
3063,Chaddy,Male,35,1,,17:22:00,18:51:00,177,True
3065,Dierdre,Female,46,5,,13:55:00,14:43:00,123,True
