id,first_name,gender,Age,visit_per_week,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,Mon
1961,Kellen,Female,25,5,,10:24:00,11:28:00,64,True
1964,Domenico,Male,12,4,,18:37:00,21:33:00,30,True
1968,Emalee,Female,42,3,,13:36:00,14:50:00,167,True
1971,Emma,Female,24,1,"Arm, back",16:37:00,18:37:00,79,True
1973,Nikos,Male,36,4,"chest, Cardio, back",16:41:00,18:40:00,81,True
1977,Zacherie,Male,44,3,chest,10:36:00,13:26:00,67,True
1978,Tremaine,Male,19,1,,19:00:00,19:33:00,117,True
1980,Quillan,Male,31,4,"back, Leg",17:47:00,19:20:00,107,True
1981,Georgie,Female,34,1,Core,14:52:00,16:57:00,31,True
1983,Benyamin,Male,34,2,"Cardio, Arm, Leg",19:22:00,22:15:00,58,True
1987,Hadria,Female,19,5,,19:04:00,20:26:00,56,True
1994,Averill,Male,41,5,"Cardio, Arm",19:50:00,20:24:00,46,True
1997,Elaina,Female,38,2,"Core, chest",9:14:00,12:01:00,46,True
1998,Humfried,Male,24,3,,17:21:00,20:21:00,125,True
2001,Fey,Female,31,3,"back, chest",19:31:00,21:29:00,49,True
2004,Darren,Male,47,5,,9:54:00,12:00:00,32,True
2011,Conrade,Male,18,3,,13:50:00,15:58:00,166,True
2012,Ely,Male,47,4,Cardio,10:12:00,11:46:00,34,True
2013,Celine,Female,18,3,"Core, back, chest",17:04:00,18:48:00,166,True
2016,Katya,Female,22,2,"Leg, Core",17:28:00,19:02:00,103,True
2021,Biddie,Female,31,3,,8:19:00,11:12:00,145,True
2024,Mar,Male,13,2,,14:34:00,15:13:00,158,True
2027,Kenon,Male,42,1,"Core, Leg, Core",15:01:00,16:51:00,93,True
2028,Wat,Male,39,3,"chest, Leg, Leg",19:41:00,22:36:00,70,True
2031,Keith,Male,33,2,,10:01:00,12:13:00,42,True
2032,Nataniel,Male,44,3,,20:53:00,21:34:00,50,True
2033,Hestia,Female,37,4,Cardio,10:23:00,11:43:00,61,True
2034,Trudi,Female,23,4,Core,14:42:00,16:45:00,103,True
2035,Alf,Male,23,1,,18:15:00,19:07:00,52,True
2045,Sigismond,Male,48,1,,9:57:00,10:49:00,41,True
2047,Sigfrid,Male,43,3,,15:02:00,16:06:00,64,True
2048,Dick,Male,32,5,"back, back, Leg",16:29:00,17:17:00,55,True
2051,Maximilianus,Male,32,4,,9:43:00,12:09:00,41,True
2052,Nathanil,Male,39,1,"chest, Leg",20:58:00,23:44:00,142,True
2055,Chadd,Male,47,4,"Leg, back, chest",15:49:00,17:54:00,58,True
2056,Paten,Male,36,3,,17:13:00,18:53:00,56,True
2058,Benton,Male,33,5,"chest, Leg, back",12:19:00,12:56:00,31,True
2059,Gus,Male,24,3,"back, Core, Leg",10:40:00,13:24:00,145,True
2061,Eulalie,Female,32,5,,18:30:00,21:01:00,83,True
2068,Shelden,Male,26,4,"Leg, Cardio",13:04:00,15:03:00,76,True
2069,Carver,Male,26,1,Core,9:04:00,11:29:00,81,True
2073,Guillaume,Male,14,3,,17:06:00,19:52:00,153,True
2074,Bone,Male,49,5,,20:17:00,22:56:00,53,True
2075,Florry,Female,48,3,,9:57:00,12:07:00,38,True
2078,Boigie,Male,49,3,"Core, back, chest",16:16:00,18:36:00,64,True
2081,Orv,Male,29,3,,12:35:00,14:44:00,118,True
2084,Rusty,Male,38,3,"back, Arm, Leg",9:15:00,12:06:00,170,True
2086,Kailey,Female,49,1,"chest, Core, back",20:29:00,22:52:00,65,True
2088,Karolina,Female,15,2,,11:29:00,12:29:00,123,True
2090,Henrie,Female,29,4,,11:13:00,11:44:00,61,True
2091,Perri,Female,42,5,,13:04:00,13:50:00,146,True
2093,Nicolle,Female,33,3,"chest, back",9:55:00,12:27:00,76,True
2097,Barnebas,Male,15,3,,14:16:00,15:12:00,31,True
2102,Shayna,Female,42,3,"chest, Leg, Core",17:42:00,18:58:00,167,True
2111,Irena,Female,16,1,"Arm, Leg, chest",17:43:00,20:14:00,122,True
2116,Esra,Male,48,3,,19:08:00,21:25:00,169,True
2118,Esra,Male,25,4,,8:23:00,11:10:00,74,True
2120,Selle,Female,13,1,,14:55:00,15:47:00,92,True
2121,Robinetta,Female,14,3,"chest, back, Cardio",19:19:00,20:10:00,48,True
2122,Corrie,Female,24,4,"back, Cardio, back",20:09:00,21:59:00,89,True
2123,Carmencita,Female,27,2,,9:46:00,10:59:00,137,True
2125,Jae,Male,48,5,,14:09:00,15:20:00,44,True
2126,Iago,Male,17,1,,8:40:00,9:44:00,129,True
2128,Lian,Female,42,4,,14:23:00,16:17:00,41,True
2129,Bradney,Male,28,2,Leg,12:24:00,14:58:00,99,True
2130,Cody,Male,36,5,,19:40:00,20:13:00,153,True
2133,Gearalt,Male,34,2,Core,11:35:00,14:04:00,153,True
2134,Pooh,Female,46,5,"Leg, Leg, Core",9:31:00,10:47:00,74,True
2136,Helga,Female,14,2,,16:51:00,18:58:00,82,True
2137,Marga,Female,43,5,,10:32:00,11:36:00,165,True
2142,Rosalinde,Female,27,1,Leg,8:13:00,10:45:00,52,True
2143,Ginnifer,Female,43,2,,17:21:00,19:50:00,32,True
2144,Rickard,Male,49,1,Core,20:30:00,22:23:00,60,True
2146,Julina,Female,13,5,"Core, chest, back",20:23:00,23:12:00,71,True
2147,Timothee,Male,46,1,"Leg, Core",18:19:00,20:47:00,169,True
2150,Cirilo,Male,40,4,,16:10:00,19:07:00,109,True
2151,Alberto,Male,31,1,"Cardio, back",20:15:00,23:04:00,100,True
2152,Marion,Male,40,3,,20:44:00,22:48:00,105,True
2154,Burke,Male,15,1,"back, Core",11:18:00,14:07:00,122,True
2156,Jocelyne,Female,42,3,,18:54:00,20:00:00,177,True
2162,Peder,Male,20,4,,17:00:00,19:23:00,164,True
2164,Quincy,Male,15,5,,17:41:00,19:32:00,93,True
2165,Christian,Male,15,1,"Core, back, chest",14:45:00,16:53:00,146,True
2166,Bordie,Male,45,3,,20:34:00,21:42:00,66,True
2167,Nessie,Female,23,3,"Leg, Cardio, back",9:55:00,11:08:00,143,True
2170,Rodger,Male,25,4,,12:12:00,13:58:00,40,True
2176,Burty,Male,18,2,,9:34:00,11:21:00,51,True
2177,Nadean,Female,24,2,,9:56:00,12:45:00,139,True
2180,Nolly,Male,41,4,back,8:33:00,9:21:00,145,True
2181,Jeremiah,Male,12,1,"back, Core",10:50:00,13:48:00,74,True
2184,Klement,Male,18,1,,17:58:00,19:31:00,125,True
2185,Webb,Male,35,2,"Leg, Arm, back",9:20:00,11:42:00,128,True
2187,Salvidor,Male,12,3,Cardio,19:49:00,22:43:00,155,True
2188,Ethelyn,Female,37,5,back,8:21:00,10:01:00,120,True
2189,Terry,Male,29,4,"Leg, Core, chest",11:28:00,12:31:00,119,True
2190,Nealy,Male,47,5,,14:47:00,17:45:00,85,True
2191,Cirstoforo,Male,13,1,,13:48:00,14:42:00,136,True
2192,Kaye,Female,23,5,,17:07:00,19:15:00,102,True
2193,Candie,Female,22,1,"Core, Arm",13:57:00,16:42:00,122,True
2195,Ferd,Male,23,4,,11:23:00,14:13:00,180,True
2196,Kendrick,Male,23,3,,20:01:00,21:55:00,72,True
2198,Bret,Male,36,5,chest,13:00:00,14:21:00,176,True
2201,Sheffield,Male,14,2,"Arm, Cardio",13:31:00,14:48:00,142,True
2204,Roderigo,Male,18,3,"Cardio, Leg",17:13:00,17:49:00,147,True
2207,Heall,Male,34,1,"Leg, back, Leg",11:47:00,13:43:00,77,True
2208,Willey,Male,45,3,Leg,11:28:00,12:06:00,127,True
2209,Earl,Male,21,5,,19:07:00,21:40:00,51,True
2210,Trstram,Male,42,5,,17:44:00,19:53:00,121,True
2213,Patrizio,Male,31,2,Core,12:58:00,14:21:00,123,True
2215,Mindy,Female,45,5,"back, back",8:17:00,9:19:00,85,True
2218,Rubina,Female,42,5,"chest, back",18:01:00,18:31:00,67,True
2219,Harland,Male,13,2,"Leg, back",14:59:00,16:48:00,161,True
2220,Any,Male,42,3,,20:57:00,23:26:00,115,True
2223,Mata,Male,43,4,,20:23:00,21:18:00,54,True
2225,Cletis,Male,36,4,,20:08:00,21:33:00,84,True
2227,Lenka,Female,34,1,"Core, Cardio",20:37:00,21:32:00,58,True
2229,Harper,Male,34,4,,20:39:00,21:33:00,150,True
2231,Onofredo,Male,48,5,,17:53:00,18:59:00,55,True
2232,Bennett,Male,13,5,"Core, Core",15:16:00,17:16:00,35,True
2236,Idell,Female,42,4,chest,15:45:00,17:41:00,101,True
2238,Irene,Female,29,1,"Cardio, Cardio",20:15:00,22:22:00,45,True
2246,Kary,Female,17,5,,9:12:00,11:51:00,59,True
2252,Margarita,Female,18,2,"chest, Arm, Leg",10:17:00,11:19:00,100,True
2258,Bronnie,Male,15,3,,19:49:00,22:01:00,179,True
2259,Muire,Female,41,4,,10:02:00,11:33:00,154,True
2260,Jaquelyn,Female,27,2,,8:20:00,11:05:00,132,True
2264,Padraig,Male,39,5,,15:42:00,16:34:00,61,True
2265,Reina,Female,18,2,,19:52:00,20:36:00,114,True
2266,Prudence,Female,35,1,"Core, back, chest",18:07:00,19:57:00,175,True
2267,Bertie,Female,42,3,,11:33:00,12:31:00,165,True
2269,Vinny,Male,29,4,,9:59:00,10:31:00,34,True
2274,Elset,Female,34,4,"Cardio, Core, Core",19:30:00,22:11:00,47,True
2275,Gunther,Male,16,3,,9:38:00,12:26:00,50,True
2279,Mathilda,Female,38,2,,10:43:00,13:06:00,170,True
2282,Daniel,Male,36,3,Core,12:25:00,14:41:00,172,True
2283,Dionis,Female,26,5,Cardio,14:55:00,15:32:00,44,True
2286,Dimitry,Male,32,4,,20:16:00,22:00:00,156,True
2288,Piggy,Male,44,5,,17:30:00,18:03:00,110,True
2289,Gwendolin,Female,44,4,"Core, back",8:53:00,11:36:00,62,True
2290,Chelsy,Female,21,4,"Core, back, Leg",15:52:00,16:37:00,59,True
2291,Barbi,Female,35,1,,9:49:00,11:52:00,103,True
2295,Abbie,Male,49,2,,15:28:00,17:03:00,154,True
2297,Georas,Male,42,5,,17:29:00,18:11:00,142,True
2298,Nicki,Female,42,5,,19:17:00,21:29:00,161,True
2299,Avis,Female,35,3,,12:31:00,13:28:00,70,True
2301,Amalea,Female,44,3,"back, Leg, chest",13:06:00,13:43:00,125,True
2304,Godfry,Male,20,5,,13:53:00,16:36:00,33,True
2305,Alfie,Male,44,4,"Leg, Leg, back",8:48:00,11:29:00,165,True
2307,Elora,Female,38,1,,17:30:00,19:56:00,150,True
2312,Taite,Male,44,4,"Cardio, Leg",17:41:00,19:28:00,136,True
2314,Worden,Male,39,3,,19:20:00,20:48:00,144,True
2317,Willie,Male,32,1,,11:06:00,12:27:00,119,True
2320,Lavinia,Female,32,5,Arm,9:36:00,11:51:00,173,True
2323,Benjamin,Male,37,1,Leg,17:11:00,18:30:00,41,True
2324,Belicia,Female,45,3,"Cardio, Arm, Leg",19:16:00,19:48:00,107,True
2328,Lexine,Female,32,5,,13:52:00,16:23:00,48,True
2334,Keelby,Male,36,1,,17:29:00,18:04:00,73,True
2338,Jarib,Male,44,4,Core,10:06:00,13:03:00,148,True
2341,Rita,Female,33,5,,14:02:00,14:37:00,132,True
2342,Orren,Male,30,1,"Arm, Core, Leg",17:57:00,19:48:00,120,True
2346,Domeniga,Female,16,5,back,12:17:00,12:55:00,30,True
2347,Valentine,Female,26,5,,16:51:00,17:42:00,146,True
2350,Joelie,Female,41,3,"Cardio, Core, Arm",16:20:00,18:55:00,85,True
2358,Carla,Female,15,2,Core,18:06:00,18:36:00,78,True
2361,Leilah,Female,21,1,"Leg, back",20:04:00,22:37:00,138,True
2362,Melli,Female,42,4,Cardio,11:51:00,12:21:00,51,True
2366,Nicolais,Male,30,3,,10:31:00,13:18:00,32,True
2372,Ilyse,Female,12,2,"Leg, back, Leg",11:18:00,12:58:00,72,True
2374,Portia,Female,22,1,Arm,17:43:00,19:19:00,122,True
2375,Kelley,Male,21,5,,16:54:00,19:18:00,165,True
2377,Parke,Male,18,1,,14:36:00,16:16:00,74,True
2381,Ronald,Male,40,2,,18:01:00,20:07:00,146,True
2387,Woody,Male,28,5,"Core, chest",19:08:00,20:29:00,97,True
2391,Cordelie,Female,26,2,,13:34:00,15:09:00,107,True
2392,Dreddy,Female,22,3,"Leg, Arm",8:25:00,9:19:00,178,True
2393,Lenna,Female,18,2,"Core, back, chest",10:09:00,11:45:00,142,True
2400,Logan,Male,42,1,"back, chest",13:02:00,13:54:00,53,True
2404,Ronna,Female,20,5,"back, Leg, Leg",11:02:00,13:55:00,60,True
2406,Leela,Female,33,5,"Cardio, back",13:03:00,15:14:00,47,True
2411,Aeriell,Female,40,4,,11:53:00,14:08:00,83,True
2414,Truda,Female,42,2,"chest, back, Cardio",12:26:00,13:36:00,116,True
2416,Olag,Male,38,1,Cardio,19:37:00,20:28:00,155,True
2418,Stafani,Female,42,2,,19:37:00,22:32:00,92,True
2423,Koren,Female,16,1,"Core, Cardio, Leg",18:48:00,20:55:00,129,True
2428,Ainslie,Female,42,2,"Cardio, Core",14:06:00,14:52:00,71,True
2429,Basil,Male,37,3,"back, Arm",17:57:00,18:55:00,80,True
2431,Willard,Male,44,5,Core,16:01:00,17:47:00,167,True
2432,Reed,Male,20,2,"back, Leg, Cardio",10:56:00,11:54:00,110,True
2434,Sabra,Female,17,4,,18:14:00,20:34:00,133,True
2438,Averil,Male,28,5,,17:18:00,18:55:00,99,True
2441,Risa,Female,39,3,"Leg, chest",16:41:00,19:14:00,38,True
2444,Orville,Male,39,4,,18:40:00,20:17:00,39,True
2447,Wittie,Male,42,3,,9:14:00,10:45:00,132,True
2448,Jean,Female,15,1,,17:22:00,19:06:00,95,True
2450,Hunter,Male,34,2,"Leg, chest, Core",19:08:00,21:45:00,162,True
2451,Cherish,Female,47,2,chest,14:27:00,15:02:00,51,True
2452,Augusta,Female,35,5,Leg,16:21:00,19:15:00,75,True
2454,Philippine,Female,26,3,Leg,18:14:00,18:57:00,67,True
2456,Preston,Male,37,4,back,14:55:00,17:48:00,132,True
2458,Edi,Female,25,2,Cardio,11:37:00,14:27:00,174,True
2459,Ancell,Male,35,4,,18:28:00,20:43:00,139,True
2461,Gianni,Male,23,1,"Core, Leg",19:07:00,21:51:00,143,True
2463,Sidoney,Female,42,5,,18:15:00,19:15:00,104,True
2466,Krystle,Female,44,4,,17:47:00,19:00:00,48,True
2467,Gregorio,Male,34,3,chest,8:25:00,11:08:00,65,True
2468,Nananne,Female,33,2,,9:56:00,11:16:00,129,True
2469,Decca,Male,42,2,Cardio,13:39:00,15:34:00,149,True
2474,Walker,Male,29,5,"chest, Leg",16:59:00,18:50:00,114,True
2477,Melisa,Female,47,3,,9:43:00,12:22:00,119,True
2479,Ingamar,Male,41,2,,12:23:00,13:22:00,156,True
2480,Ikey,Male,46,5,"Core, back",11:46:00,14:15:00,111,True
2487,Mariam,Female,15,3,"chest, Leg",15:44:00,16:57:00,96,True
2488,Hodge,Male,36,5,,17:52:00,18:45:00,87,True
2489,Huntley,Male,37,5,,12:42:00,14:00:00,57,True
2493,Elka,Female,28,5,"back, Arm",15:14:00,17:55:00,122,True
2498,Dall,Male,24,4,"chest, Leg, back",10:38:00,12:41:00,41,True
2500,Esdras,Male,19,3,,14:34:00,15:55:00,83,True
2501,Gib,Male,21,2,"Cardio, chest",19:22:00,21:24:00,37,True
2503,Sib,Female,37,5,,15:10:00,16:35:00,118,True
2510,Minor,Male,25,2,"Cardio, back, Cardio",12:56:00,14:40:00,59,True
2512,Jarred,Male,28,1,"Core, Cardio",19:02:00,21:52:00,104,True
2514,Darcee,Female,46,3,"Core, back, Arm",12:43:00,15:19:00,163,True
2517,Alec,Male,49,1,,8:44:00,9:25:00,141,True
2522,Calypso,Female,23,3,"Core, chest",20:25:00,22:12:00,57,True
2525,Charisse,Female,36,3,,18:22:00,19:32:00,41,True
2527,Flora,Female,27,1,,11:15:00,13:25:00,106,True
2528,Yetty,Female,42,3,"chest, Arm",8:27:00,9:33:00,73,True
2530,Sandy,Female,13,5,"back, chest",19:59:00,20:45:00,155,True
2532,Skell,Male,44,4,"chest, back, Core",16:04:00,17:35:00,123,True
2534,Rabbi,Male,25,2,,14:53:00,17:50:00,159,True
2536,Giselbert,Male,29,1,,16:05:00,17:44:00,48,True
2537,Jane,Female,15,1,"chest, chest, Leg",10:22:00,10:58:00,137,True
2539,Dru,Male,41,2,Core,17:08:00,17:43:00,178,True
2541,Solomon,Male,44,1,,16:59:00,18:44:00,115,True
2542,Cicily,Female,18,2,"Core, Arm, back",11:55:00,13:56:00,138,True
2544,Bianca,Female,39,1,"chest, back, Core",9:49:00,12:29:00,90,True
2547,Papageno,Male,31,1,,16:19:00,18:58:00,135,True
2553,Consalve,Male,32,3,"back, Core",18:23:00,19:31:00,110,True
2554,Kit,Female,36,2,"chest, Arm",18:15:00,20:02:00,55,True
2555,Garner,Male,47,1,"chest, Cardio",19:22:00,21:45:00,163,True
2556,Audra,Female,24,1,,10:32:00,11:40:00,135,True
2557,Hatti,Female,42,2,"Cardio, chest, back",10:36:00,12:53:00,37,True
2562,Gerladina,Female,37,3,"back, Core, chest",12:52:00,15:16:00,105,True
2563,Filippa,Female,28,5,,18:39:00,20:06:00,115,True
2566,Kathy,Female,42,3,,9:56:00,12:06:00,49,True
2567,Verile,Female,28,2,back,19:09:00,21:43:00,75,True
2568,Amye,Female,16,5,,10:41:00,11:48:00,114,True
2569,Pasquale,Male,17,2,"back, Cardio, Leg",20:28:00,22:32:00,101,True
2572,Sheila,Female,39,5,"Leg, Cardio",17:04:00,18:45:00,82,True
2577,Yelena,Female,14,2,,10:26:00,12:39:00,158,True
2579,Nickey,Male,36,5,,19:50:00,22:25:00,40,True
2580,Freedman,Male,45,4,"Leg, back, chest",16:10:00,17:29:00,141,True
2581,Albert,Male,33,4,,15:25:00,18:06:00,56,True
2584,Dallis,Male,17,4,,10:48:00,11:32:00,123,True
2586,Roosevelt,Male,26,3,,8:13:00,9:28:00,122,True
2589,Adham,Male,31,3,,14:06:00,15:33:00,145,True
2596,Darius,Male,43,1,,20:46:00,23:33:00,59,True
2597,Holly,Male,41,4,,18:52:00,21:05:00,40,True
2599,Weber,Male,18,1,,8:35:00,10:58:00,129,True
2604,Mirella,Female,38,4,,18:42:00,21:12:00,158,True
2605,Joey,Male,12,2,"Arm, Leg",17:42:00,18:39:00,133,True
2608,Ekaterina,Female,24,4,Arm,8:46:00,9:19:00,109,True
2609,Marrissa,Female,31,2,"chest, Leg, Core",17:33:00,20:22:00,127,True
2610,Neda,Female,13,4,"back, Arm",14:03:00,16:44:00,50,True
2612,Alameda,Female,19,5,,13:42:00,14:20:00,73,True
2613,Emlen,Male,17,5,"Core, Core, back",17:32:00,19:31:00,120,True
2614,Phineas,Male,30,3,,9:37:00,11:16:00,134,True
2618,Earlie,Male,39,1,,20:35:00,21:51:00,86,True
2620,Geneva,Female,38,5,"Core, Core",10:26:00,11:50:00,111,True
2622,Glory,Female,46,2,"back, Arm",15:30:00,16:19:00,117,True
2623,Merralee,Female,31,4,back,8:25:00,9:12:00,112,True
2624,Willie,Male,32,3,,8:39:00,9:36:00,49,True
2625,Olympie,Female,45,4,,19:28:00,20:35:00,169,True
2626,Warren,Male,38,4,"Cardio, Arm",16:57:00,18:59:00,172,True
2628,Welbie,Male,18,1,,16:53:00,18:40:00,32,True
2630,Pablo,Male,38,2,,14:29:00,16:53:00,170,True
2631,Cordy,Female,16,3,,8:50:00,10:06:00,133,True
2633,Trula,Female,43,4,Leg,14:42:00,16:22:00,100,True
2634,Nina,Female,34,4,,16:51:00,18:00:00,57,True
2640,Romola,Female,21,4,"chest, Cardio",10:00:00,11:01:00,78,True
2643,Dilan,Male,24,2,"Arm, Core, back",20:31:00,23:05:00,116,True
2644,Catlee,Female,32,1,"Leg, chest, chest",12:54:00,13:26:00,136,True
2650,Holly,Male,24,5,"back, chest, Leg",14:54:00,17:17:00,79,True
2651,Bradley,Male,17,1,,20:36:00,21:48:00,99,True
2652,Jermayne,Male,18,4,,11:06:00,13:25:00,75,True
2656,Barbabas,Male,38,2,"back, Cardio, chest",17:13:00,19:26:00,58,True
2658,Westleigh,Male,44,3,,19:23:00,21:04:00,85,True
2659,Ailina,Female,44,3,,18:02:00,19:23:00,139,True
2665,Myrah,Female,48,2,chest,11:45:00,12:19:00,54,True
2669,Ashia,Female,36,3,"Arm, Leg",19:04:00,20:13:00,77,True
2670,Carmencita,Female,42,5,"Leg, Cardio",9:17:00,10:59:00,108,True
2671,Gery,Male,42,5,,12:36:00,13:56:00,175,True
2673,Tomi,Female,21,2,back,10:49:00,11:21:00,162,True
2674,Yehudit,Male,49,2,"Arm, back, Cardio",20:16:00,21:57:00,82,True
2677,Tonia,Female,24,2,chest,9:06:00,10:41:00,113,True
2680,Farlee,Male,31,5,"Cardio, back",16:33:00,19:17:00,85,True
2682,Maximilien,Male,39,1,,10:54:00,13:07:00,135,True
2688,Lyn,Male,37,3,,20:25:00,22:44:00,79,True
2689,Elke,Female,37,1,,9:47:00,12:08:00,108,True
2690,Simmonds,Male,33,5,,13:10:00,14:21:00,95,True
2693,Mignonne,Female,48,1,,17:34:00,19:15:00,34,True
2697,Alejandro,Male,21,1,"chest, Arm, Leg",10:31:00,12:14:00,117,True
2698,Morgan,Male,48,5,,14:52:00,15:55:00,101,True
2700,Alana,Female,20,3,,16:35:00,17:44:00,66,True
2702,Rudiger,Male,28,2,,10:22:00,12:17:00,62,True
2705,Edvard,Male,37,4,"Arm, Core",17:29:00,19:09:00,122,True
2707,Grove,Male,34,2,Core,13:31:00,14:16:00,120,True
2710,Kayley,Female,39,3,"chest, Core, Cardio",10:54:00,12:00:00,75,True
2711,Nelli,Female,29,5,"Core, Leg, Cardio",9:57:00,12:44:00,94,True
2712,Paul,Male,27,4,"Core, Leg",13:12:00,14:47:00,33,True
2715,Brant,Male,25,3,,12:02:00,14:59:00,171,True
2716,Emiline,Female,30,2,Leg,18:15:00,18:56:00,44,True
2719,Pren,Male,19,5,,8:33:00,10:02:00,106,True
2720,Lloyd,Male,14,5,"back, Leg, back",19:42:00,21:46:00,69,True
2726,Sebastien,Male,32,2,,10:54:00,12:03:00,140,True
2731,Caitrin,Female,31,4,Core,9:10:00,9:44:00,70,True
2733,Cirilo,Male,13,3,chest,18:15:00,18:59:00,125,True
2734,Konrad,Male,25,2,,9:13:00,12:11:00,51,True
2735,Georgeta,Female,46,1,"Arm, chest",9:24:00,10:07:00,58,True
2737,Feodor,Male,17,1,,8:43:00,11:19:00,115,True
2738,Dorian,Female,16,3,back,11:21:00,13:01:00,156,True
2739,Carmelia,Female,42,4,,15:28:00,17:17:00,109,True
2740,Kellsie,Female,24,5,,11:16:00,13:42:00,60,True
2743,Bartie,Male,14,3,"Cardio, Core",20:28:00,20:59:00,73,True
2745,Lonna,Female,42,1,"chest, Cardio",13:37:00,15:12:00,122,True
2750,Agnese,Female,13,2,"chest, back, chest",10:28:00,11:32:00,177,True
2752,Daile,Female,32,2,,8:05:00,10:17:00,30,True
2754,Vida,Female,46,4,,15:13:00,16:46:00,58,True
2756,Orv,Male,37,1,"chest, Cardio, Arm",19:23:00,22:04:00,117,True
2758,Gabbi,Female,16,1,,15:16:00,16:04:00,140,True
2759,Ricki,Male,28,2,"back, Leg, chest",13:19:00,16:18:00,167,True
2760,Simmonds,Male,15,1,"Core, Leg",9:29:00,11:20:00,62,True
2763,Gabbie,Female,29,3,Cardio,15:39:00,18:01:00,91,True
2767,Lin,Male,21,2,,13:07:00,14:15:00,145,True
2769,Glynda,Female,19,3,"Arm, Core",13:25:00,14:52:00,36,True
2772,Robbi,Female,45,4,,20:52:00,21:49:00,63,True
2773,Willis,Male,17,5,"Leg, Cardio, Cardio",18:25:00,21:08:00,99,True
2775,Odella,Female,19,1,Cardio,9:35:00,11:04:00,63,True
2776,Shannan,Male,49,2,,18:44:00,20:27:00,158,True
2778,Zacharias,Male,28,4,Cardio,20:17:00,22:50:00,131,True
2788,Kane,Male,13,2,,19:44:00,21:05:00,141,True
2789,Starlin,Female,35,1,,17:08:00,17:44:00,132,True
2794,Vallie,Female,41,3,,17:17:00,18:20:00,57,True
2795,Jeremie,Male,21,1,"Cardio, chest, Leg",12:59:00,15:02:00,133,True
2797,Alley,Male,29,4,Leg,9:41:00,10:37:00,113,True
2798,Donall,Male,47,3,chest,20:44:00,22:06:00,123,True
2799,Helen-elizabeth,Female,48,2,"Leg, chest",9:11:00,9:43:00,85,True
2800,Roxy,Female,25,5,,9:21:00,11:58:00,149,True
2802,Kristan,Female,26,2,Leg,8:00:00,9:26:00,85,True
2806,Beatriz,Female,37,3,,16:13:00,18:08:00,80,True
2807,Ardelis,Female,31,5,"back, Arm",19:35:00,20:13:00,116,True
2808,Sosanna,Female,27,1,,16:32:00,18:06:00,136,True
2810,Neils,Male,16,3,chest,14:19:00,17:03:00,75,True
2813,Johnathan,Male,22,4,,14:07:00,14:43:00,138,True
2815,Ranee,Female,43,2,,14:12:00,14:45:00,168,True
2816,Benoit,Male,40,5,,12:18:00,13:31:00,124,True
2817,Ailee,Female,25,3,,17:06:00,19:24:00,140,True
2819,Vi,Female,42,4,,8:23:00,11:19:00,110,True
2822,Mischa,Male,31,5,,19:44:00,21:50:00,63,True
2823,Viola,Female,24,2,,16:33:00,18:53:00,102,True
2824,Junie,Female,25,4,,17:59:00,19:01:00,83,True
2827,WArm,Male,23,5,"Leg, Cardio, back",14:33:00,17:08:00,33,True
2830,Micky,Male,28,1,"Cardio, back",12:05:00,14:43:00,70,True
2837,Gal,Male,40,4,,19:11:00,21:53:00,48,True
2839,Ynes,Female,28,1,,8:54:00,9:43:00,69,True
2842,Gale,Female,44,4,Cardio,9:47:00,11:34:00,81,True
2849,Carol,Female,35,4,"Cardio, Core",16:37:00,17:58:00,136,True
2850,Reinhold,Male,19,1,"Cardio, chest, Leg",14:56:00,15:38:00,119,True
2852,Laraine,Female,31,2,,15:43:00,17:40:00,54,True
2855,Gordie,Male,36,3,,12:10:00,14:06:00,53,True
2861,Tasia,Female,25,2,"chest, Leg",14:22:00,17:22:00,78,True
2862,Zackariah,Male,27,2,"Cardio, chest",17:19:00,19:17:00,89,True
2864,Malchy,Male,44,5,"chest, chest, Core",16:01:00,17:34:00,166,True
2867,Anderea,Female,40,4,Cardio,16:05:00,17:13:00,85,True
2871,Annora,Female,16,4,"Core, Core, Cardio",12:21:00,14:19:00,108,True
2876,Ramona,Female,45,3,Leg,18:32:00,19:44:00,111,True
2878,Elisa,Female,49,2,,14:04:00,16:59:00,124,True
2881,Alexei,Male,43,4,,10:46:00,11:40:00,69,True
2884,Wayland,Male,19,2,Arm,16:18:00,19:07:00,164,True
2885,Biddy,Female,24,4,,14:33:00,16:21:00,31,True
2886,Cathryn,Female,48,4,"Arm, chest",15:47:00,16:56:00,62,True
2889,Wilt,Male,23,1,Leg,11:41:00,13:52:00,178,True
2890,Gonzales,Male,34,3,,20:18:00,21:16:00,76,True
2896,Franni,Female,34,5,,10:05:00,11:47:00,60,True
2899,Jeremie,Male,39,4,"Core, Leg",12:59:00,14:03:00,68,True
2900,Gretel,Female,23,2,,19:13:00,21:37:00,166,True
2904,Freddi,Female,44,1,,10:09:00,13:01:00,41,True
2907,Stanislaus,Male,40,2,"Core, Cardio",15:12:00,16:15:00,107,True
2908,Grazia,Female,31,5,,10:25:00,12:51:00,30,True
2910,Urban,Male,39,5,Cardio,11:09:00,12:15:00,76,True
2912,Avivah,Female,12,5,,19:32:00,22:02:00,72,True
2918,Fayth,Female,32,2,,11:23:00,14:09:00,107,True
2925,Perle,Female,49,4,"chest, chest",13:47:00,14:28:00,169,True
2926,Gerick,Male,12,2,,9:16:00,11:09:00,142,True
